date,actif,prix,bande_basse,moyenne,bande_haute,decision,position,capital,quantite_detenue,prix_entree,pnl_pct,valeur_totale
2026-07-16 08:15:28 UTC,ETH/USD,1884.33,1888.85,1903.82,1918.79,"ACHAT (bande basse touchée, 1888.85)",1,0.0,0.52672116,1884.33,,992.52
2026-07-16 08:16:18 UTC,ETH/USD,1879.35,1884.01,1902.48,1920.95,VENTE (stop-loss -0.26%),0,988.9,0.0,,-0.26,988.9
2026-07-16 08:17:18 UTC,ETH/USD,1880.17,1879.76,1901.07,1922.39,HOLD,0.0,988.9,0.0,,,988.9
2026-07-16 08:18:19 UTC,ETH/USD,1881.85,1876.95,1899.76,1922.57,HOLD,0.0,988.9,0.0,,,988.9
2026-07-16 08:19:16 UTC,ETH/USD,1879.54,1874.77,1898.47,1922.17,HOLD,0.0,988.9,0.0,,,988.9
2026-07-16 08:20:39 UTC,ETH/USD,1875.36,1872.05,1896.9,1921.75,HOLD,0.0,988.9,0.0,,,988.9
2026-07-16 08:21:15 UTC,ETH/USD,1877.64,1869.92,1895.24,1920.55,HOLD,0.0,988.9,0.0,,,988.9
2026-07-16 08:22:18 UTC,ETH/USD,1878.96,1868.5,1893.68,1918.86,HOLD,0.0,988.9,0.0,,,988.9
2026-07-16 08:23:27 UTC,ETH/USD,1880.2,1867.46,1892.21,1916.95,HOLD,0.0,988.9,0.0,,,988.9
2026-07-16 08:24:17 UTC,ETH/USD,1881.89,1866.9,1890.93,1914.97,HOLD,0.0,988.9,0.0,,,988.9
2026-07-16 08:25:22 UTC,ETH/USD,1881.88,1866.72,1889.57,1912.43,HOLD,0.0,988.9,0.0,,,988.9
2026-07-16 08:26:19 UTC,ETH/USD,1881.88,1866.97,1888.22,1909.48,HOLD,0.0,988.9,0.0,,,988.9
2026-07-16 08:27:16 UTC,ETH/USD,1884.46,1867.72,1887.06,1906.4,HOLD,0.0,988.9,0.0,,,988.9
2026-07-16 08:28:20 UTC,ETH/USD,1886.33,1868.62,1885.99,1903.37,HOLD,0.0,988.9,0.0,,,988.9
2026-07-16 08:29:20 UTC,ETH/USD,1888.67,1870.3,1885.07,1899.85,HOLD,0.0,988.9,0.0,,,988.9
2026-07-16 08:30:54 UTC,ETH/USD,1890.55,1872.48,1884.3,1896.13,HOLD,0.0,988.9,0.0,,,988.9
2026-07-16 08:31:16 UTC,ETH/USD,1891.45,1873.37,1883.95,1894.53,HOLD,0.0,988.9,0.0,,,988.9
2026-07-16 08:32:18 UTC,ETH/USD,1891.78,1874.14,1883.72,1893.3,HOLD,0.0,988.9,0.0,,,988.9
2026-07-16 08:33:17 UTC,ETH/USD,1891.19,1874.31,1883.65,1892.98,HOLD,0.0,988.9,0.0,,,988.9
2026-07-16 08:34:17 UTC,ETH/USD,1891.69,1874.06,1883.79,1893.51,HOLD,0.0,988.9,0.0,,,988.9
2026-07-16 08:35:23 UTC,ETH/USD,1891.43,1873.86,1884.17,1894.49,HOLD,0.0,988.9,0.0,,,988.9
2026-07-16 08:36:17 UTC,ETH/USD,1892.78,1874.19,1884.88,1895.57,HOLD,0.0,988.9,0.0,,,988.9
2026-07-16 08:37:15 UTC,ETH/USD,1894.45,1874.89,1885.68,1896.47,HOLD,0.0,988.9,0.0,,,988.9
2026-07-16 08:38:20 UTC,ETH/USD,1892.52,1875.24,1886.29,1897.34,HOLD,0.0,988.9,0.0,,,988.9
2026-07-16 08:39:15 UTC,ETH/USD,1893.43,1875.55,1886.85,1898.15,HOLD,0.0,988.9,0.0,,,988.9
2026-07-16 08:40:41 UTC,ETH/USD,1893.15,1876.87,1887.63,1898.38,HOLD,0.0,988.9,0.0,,,988.9
2026-07-16 08:41:18 UTC,ETH/USD,1893.54,1878.43,1888.39,1898.35,HOLD,0.0,988.9,0.0,,,988.9
2026-07-16 08:42:17 UTC,ETH/USD,1892.82,1879.83,1889.06,1898.3,HOLD,0.0,988.9,0.0,,,988.9
2026-07-16 08:43:15 UTC,ETH/USD,1891.54,1881.33,1889.64,1897.96,HOLD,0.0,988.9,0.0,,,988.9
2026-07-16 08:44:18 UTC,ETH/USD,1889.18,1882.46,1890.06,1897.66,HOLD,0.0,988.9,0.0,,,988.9
2026-07-16 08:45:29 UTC,ETH/USD,1886.33,1883.68,1890.36,1897.04,HOLD,0.0,988.9,0.0,,,988.9
2026-07-16 08:46:18 UTC,ETH/USD,1887.23,1885.03,1890.64,1896.26,HOLD,0.0,988.9,0.0,,,988.9
2026-07-16 08:47:14 UTC,ETH/USD,1887.69,1885.76,1890.8,1895.85,HOLD,0.0,988.9,0.0,,,988.9
2026-07-16 08:48:19 UTC,ETH/USD,1888.44,1886.8,1891.02,1895.23,HOLD,0.0,988.9,0.0,,,988.9
2026-07-16 08:49:17 UTC,ETH/USD,1888.36,1886.84,1891.03,1895.21,HOLD,0.0,988.9,0.0,,,988.9
2026-07-16 08:50:38 UTC,ETH/USD,1885.81,1886.51,1890.92,1895.33,"ACHAT (bande basse touchée, 1886.51)",1,0.0,0.52386566,1885.81,,987.91
2026-07-16 08:51:15 UTC,ETH/USD,1884.48,1885.45,1890.63,1895.8,HOLD,1.0,0.0,0.52386566,1885.81,,987.21
2026-07-16 08:52:17 UTC,ETH/USD,1884.35,1884.37,1890.22,1896.07,HOLD,1.0,0.0,0.52386566,1885.81,,987.15
2026-07-16 08:53:28 UTC,ETH/USD,1883.21,1883.33,1889.86,1896.38,HOLD,1.0,0.0,0.52386566,1885.81,,986.55
2026-07-16 08:54:19 UTC,ETH/USD,1883.29,1882.4,1889.44,1896.48,HOLD,1.0,0.0,0.52386566,1885.81,,986.59
2026-07-16 08:55:24 UTC,ETH/USD,1883.1,1881.6,1889.03,1896.46,HOLD,1.0,0.0,0.52386566,1885.81,,986.49
2026-07-16 08:56:18 UTC,ETH/USD,1880.67,1880.91,1888.53,1896.15,VENTE (stop-loss -0.27%),0,984.23,0.0,,-0.27,984.23
2026-07-16 08:57:15 UTC,ETH/USD,1882.45,1880.23,1887.96,1895.69,HOLD,0.0,984.23,0.0,,,984.23
2026-07-16 08:58:19 UTC,ETH/USD,1882.72,1879.69,1887.41,1895.13,HOLD,0.0,984.23,0.0,,,984.23
2026-07-16 08:59:16 UTC,ETH/USD,1883.55,1879.56,1886.92,1894.28,HOLD,0.0,984.23,0.0,,,984.23
2026-07-16 09:00:57 UTC,ETH/USD,1887.07,1879.64,1886.49,1893.34,HOLD,0.0,984.23,0.0,,,984.23
2026-07-16 09:01:17 UTC,ETH/USD,1887.39,1880.02,1886.21,1892.4,HOLD,0.0,984.23,0.0,,,984.23
2026-07-16 09:02:18 UTC,ETH/USD,1885.21,1880.42,1885.83,1891.24,HOLD,0.0,984.23,0.0,,,984.23
2026-07-16 09:03:16 UTC,ETH/USD,1886.51,1880.86,1885.56,1890.26,HOLD,0.0,984.23,0.0,,,984.23
2026-07-16 09:04:17 UTC,ETH/USD,1887.18,1881.22,1885.37,1889.51,HOLD,0.0,984.23,0.0,,,984.23
2026-07-16 09:05:22 UTC,ETH/USD,1886.54,1881.26,1885.31,1889.35,HOLD,0.0,984.23,0.0,,,984.23
2026-07-16 09:06:19 UTC,ETH/USD,1886.03,1881.3,1885.24,1889.18,HOLD,0.0,984.23,0.0,,,984.23
2026-07-16 09:07:16 UTC,ETH/USD,1885.23,1881.36,1885.14,1888.92,HOLD,0.0,984.23,0.0,,,984.23
2026-07-16 09:08:17 UTC,ETH/USD,1883.72,1881.4,1884.9,1888.41,HOLD,0.0,984.23,0.0,,,984.23
2026-07-16 09:09:16 UTC,ETH/USD,1883.88,1881.46,1884.7,1887.94,HOLD,0.0,984.23,0.0,,,984.23
2026-07-16 09:10:40 UTC,ETH/USD,1885.86,1881.62,1884.57,1887.53,HOLD,0.0,984.23,0.0,,,984.23
2026-07-16 09:11:16 UTC,ETH/USD,1885.48,1881.63,1884.61,1887.59,HOLD,0.0,984.23,0.0,,,984.23
2026-07-16 09:12:20 UTC,ETH/USD,1887.08,1881.68,1884.7,1887.72,HOLD,0.0,984.23,0.0,,,984.23
2026-07-16 09:13:16 UTC,ETH/USD,1885.88,1881.79,1884.84,1887.89,HOLD,0.0,984.23,0.0,,,984.23
2026-07-16 09:14:19 UTC,ETH/USD,1886.34,1881.95,1884.99,1888.03,HOLD,0.0,984.23,0.0,,,984.23
2026-07-16 09:15:30 UTC,ETH/USD,1884.25,1882.11,1885.06,1888.01,HOLD,0.0,984.23,0.0,,,984.23
2026-07-16 09:16:19 UTC,ETH/USD,1885.62,1882.35,1885.17,1887.98,HOLD,0.0,984.23,0.0,,,984.23
2026-07-16 09:17:15 UTC,ETH/USD,1884.65,1882.82,1885.29,1887.76,HOLD,0.0,984.23,0.0,,,984.23
2026-07-16 09:18:17 UTC,ETH/USD,1884.62,1883.38,1885.42,1887.47,HOLD,0.0,984.23,0.0,,,984.23
2026-07-16 09:19:15 UTC,ETH/USD,1884.2,1883.51,1885.46,1887.4,HOLD,0.0,984.23,0.0,,,984.23
2026-07-16 09:20:39 UTC,ETH/USD,1884.37,1883.5,1885.45,1887.41,HOLD,0.0,984.23,0.0,,,984.23
2026-07-16 09:21:15 UTC,ETH/USD,1884.37,1883.51,1885.3,1887.09,HOLD,0.0,984.23,0.0,,,984.23
2026-07-16 09:22:20 UTC,ETH/USD,1885.14,1883.49,1885.29,1887.09,HOLD,0.0,984.23,0.0,,,984.23
2026-07-16 09:23:18 UTC,ETH/USD,1884.51,1883.43,1885.2,1886.97,HOLD,0.0,984.23,0.0,,,984.23
2026-07-16 09:24:19 UTC,ETH/USD,1884.01,1883.42,1885.08,1886.75,HOLD,0.0,984.23,0.0,,,984.23
2026-07-16 09:25:24 UTC,ETH/USD,1884.0,1883.37,1884.96,1886.54,HOLD,0.0,984.23,0.0,,,984.23
2026-07-16 09:26:19 UTC,ETH/USD,1884.0,1883.33,1884.84,1886.35,HOLD,0.0,984.23,0.0,,,984.23
2026-07-16 09:27:15 UTC,ETH/USD,1884.96,1883.34,1884.81,1886.28,HOLD,0.0,984.23,0.0,,,984.23
2026-07-16 09:28:20 UTC,ETH/USD,1884.0,1883.39,1884.82,1886.26,HOLD,0.0,984.23,0.0,,,984.23
2026-07-16 09:29:17 UTC,ETH/USD,1882.92,1883.16,1884.78,1886.39,"ACHAT (bande basse touchée, 1883.16)",1,0.0,0.522192,1882.92,,983.25
2026-07-16 09:30:52 UTC,ETH/USD,1881.39,1882.26,1884.57,1886.87,HOLD,1.0,0.0,0.522192,1882.92,,982.45
2026-07-16 09:31:16 UTC,ETH/USD,1883.39,1882.14,1884.46,1886.79,HOLD,1.0,0.0,0.522192,1882.92,,983.49
2026-07-16 09:32:18 UTC,ETH/USD,1883.53,1882.1,1884.35,1886.61,HOLD,1.0,0.0,0.522192,1882.92,,983.56
2026-07-16 09:33:16 UTC,ETH/USD,1883.49,1882.13,1884.21,1886.3,HOLD,1.0,0.0,0.522192,1882.92,,983.54
2026-07-16 09:34:22 UTC,ETH/USD,1880.9,1881.63,1883.94,1886.25,HOLD,1.0,0.0,0.522192,1882.92,,982.19
2026-07-16 09:35:27 UTC,ETH/USD,1882.72,1881.47,1883.82,1886.17,HOLD,1.0,0.0,0.522192,1882.92,,983.14
2026-07-16 09:36:19 UTC,ETH/USD,1882.94,1881.39,1883.69,1886.0,HOLD,1.0,0.0,0.522192,1882.92,,983.26
2026-07-16 09:37:15 UTC,ETH/USD,1882.87,1881.31,1883.61,1885.9,HOLD,1.0,0.0,0.522192,1882.92,,983.22
2026-07-16 09:38:18 UTC,ETH/USD,1882.44,1881.21,1883.49,1885.76,HOLD,1.0,0.0,0.522192,1882.92,,983.0
2026-07-16 09:39:16 UTC,ETH/USD,1883.55,1881.15,1883.41,1885.66,VENTE (retour à la moyenne atteint),0,982.59,0.0,,0.03,982.59
2026-07-16 09:40:44 UTC,ETH/USD,1882.9,1880.92,1883.26,1885.61,HOLD,0.0,982.59,0.0,,,982.59
2026-07-16 09:41:17 UTC,ETH/USD,1883.03,1880.9,1883.2,1885.49,HOLD,0.0,982.59,0.0,,,982.59
2026-07-16 09:42:23 UTC,ETH/USD,1883.14,1880.96,1883.11,1885.26,HOLD,0.0,982.59,0.0,,,982.59
2026-07-16 09:43:14 UTC,ETH/USD,1883.17,1880.96,1883.02,1885.08,HOLD,0.0,982.59,0.0,,,982.59
2026-07-16 09:44:18 UTC,ETH/USD,1883.3,1880.99,1882.98,1884.98,HOLD,0.0,982.59,0.0,,,982.59
2026-07-16 09:45:29 UTC,ETH/USD,1882.22,1881.0,1882.94,1884.88,HOLD,0.0,982.59,0.0,,,982.59
2026-07-16 09:46:17 UTC,ETH/USD,1882.85,1880.97,1882.86,1884.75,HOLD,0.0,982.59,0.0,,,982.59
2026-07-16 09:47:16 UTC,ETH/USD,1882.08,1881.04,1882.7,1884.37,HOLD,0.0,982.59,0.0,,,982.59
2026-07-16 09:48:23 UTC,ETH/USD,1882.21,1881.03,1882.61,1884.19,HOLD,0.0,982.59,0.0,,,982.59
2026-07-16 09:49:17 UTC,ETH/USD,1883.35,1881.02,1882.63,1884.23,HOLD,0.0,982.59,0.0,,,982.59
2026-07-16 09:50:40 UTC,ETH/USD,1882.28,1881.32,1882.73,1884.14,HOLD,0.0,982.59,0.0,,,982.59
2026-07-16 09:51:17 UTC,ETH/USD,1883.44,1881.3,1882.68,1884.07,HOLD,0.0,982.59,0.0,,,982.59
2026-07-16 09:52:18 UTC,ETH/USD,1883.25,1881.31,1882.68,1884.04,HOLD,0.0,982.59,0.0,,,982.59
2026-07-16 09:53:16 UTC,ETH/USD,1884.19,1881.32,1882.67,1884.01,HOLD,0.0,982.59,0.0,,,982.59
2026-07-16 09:54:21 UTC,ETH/USD,1882.36,1881.54,1882.71,1883.87,HOLD,0.0,982.59,0.0,,,982.59
2026-07-16 09:55:34 UTC,ETH/USD,1882.83,1881.56,1882.72,1883.88,HOLD,0.0,982.59,0.0,,,982.59
2026-07-16 09:56:17 UTC,ETH/USD,1882.6,1881.57,1882.73,1883.89,HOLD,0.0,982.59,0.0,,,982.59
2026-07-16 09:57:15 UTC,ETH/USD,1882.96,1881.57,1882.73,1883.9,HOLD,0.0,982.59,0.0,,,982.59
2026-07-16 09:58:19 UTC,ETH/USD,1882.91,1881.6,1882.75,1883.91,HOLD,0.0,982.59,0.0,,,982.59
2026-07-16 09:59:16 UTC,ETH/USD,1882.63,1881.55,1882.73,1883.9,HOLD,0.0,982.59,0.0,,,982.59
2026-07-16 10:01:05 UTC,ETH/USD,1884.37,1881.59,1882.85,1884.1,HOLD,0.0,982.59,0.0,,,982.59
2026-07-16 10:02:22 UTC,ETH/USD,1882.71,1881.59,1882.84,1884.1,HOLD,0.0,982.59,0.0,,,982.59
2026-07-16 10:03:17 UTC,ETH/USD,1882.39,1881.58,1882.83,1884.09,HOLD,0.0,982.59,0.0,,,982.59
2026-07-16 10:04:19 UTC,ETH/USD,1882.61,1881.56,1882.77,1883.98,HOLD,0.0,982.59,0.0,,,982.59
2026-07-16 10:05:24 UTC,ETH/USD,1883.97,1881.53,1882.8,1884.07,HOLD,0.0,982.59,0.0,,,982.59
2026-07-16 10:06:19 UTC,ETH/USD,1884.03,1881.52,1882.88,1884.25,HOLD,0.0,982.59,0.0,,,982.59
2026-07-16 10:07:17 UTC,ETH/USD,1884.95,1881.49,1883.04,1884.59,HOLD,0.0,982.59,0.0,,,982.59
2026-07-16 10:08:17 UTC,ETH/USD,1885.69,1881.35,1883.22,1885.08,HOLD,0.0,982.59,0.0,,,982.59
2026-07-16 10:09:15 UTC,ETH/USD,1886.54,1881.01,1883.38,1885.75,HOLD,0.0,982.59,0.0,,,982.59
2026-07-16 10:10:40 UTC,ETH/USD,1885.68,1880.84,1883.55,1886.26,HOLD,0.0,982.59,0.0,,,982.59
2026-07-16 10:11:14 UTC,ETH/USD,1885.68,1880.9,1883.71,1886.53,HOLD,0.0,982.59,0.0,,,982.59
2026-07-16 10:12:30 UTC,ETH/USD,1885.68,1880.88,1883.82,1886.76,HOLD,0.0,982.59,0.0,,,982.59
2026-07-16 10:13:16 UTC,ETH/USD,1884.65,1880.94,1883.89,1886.84,HOLD,0.0,982.59,0.0,,,982.59
2026-07-16 10:14:18 UTC,ETH/USD,1885.3,1881.25,1884.04,1886.83,HOLD,0.0,982.59,0.0,,,982.59
2026-07-16 10:15:30 UTC,ETH/USD,1885.29,1881.39,1884.17,1886.94,HOLD,0.0,982.59,0.0,,,982.59
2026-07-16 10:16:19 UTC,ETH/USD,1885.01,1881.54,1884.27,1887.0,HOLD,0.0,982.59,0.0,,,982.59
2026-07-16 10:17:16 UTC,ETH/USD,1885.77,1881.67,1884.41,1887.15,HOLD,0.0,982.59,0.0,,,982.59
2026-07-16 10:18:17 UTC,ETH/USD,1885.99,1881.85,1884.57,1887.29,HOLD,0.0,982.59,0.0,,,982.59
2026-07-16 10:19:17 UTC,ETH/USD,1886.97,1882.14,1884.79,1887.45,HOLD,0.0,982.59,0.0,,,982.59
2026-07-16 10:20:40 UTC,ETH/USD,1887.67,1882.3,1885.05,1887.8,HOLD,0.0,982.59,0.0,,,982.59
2026-07-16 10:21:15 UTC,ETH/USD,1887.09,1882.26,1885.21,1888.16,HOLD,0.0,982.59,0.0,,,982.59
2026-07-16 10:22:20 UTC,ETH/USD,1886.87,1882.54,1885.4,1888.27,HOLD,0.0,982.59,0.0,,,982.59
2026-07-16 10:23:16 UTC,ETH/USD,1886.39,1883.02,1885.62,1888.22,HOLD,0.0,982.59,0.0,,,982.59
2026-07-16 10:24:22 UTC,ETH/USD,1886.38,1883.66,1885.83,1888.01,HOLD,0.0,982.59,0.0,,,982.59
2026-07-16 10:25:24 UTC,ETH/USD,1886.39,1884.01,1885.96,1887.92,HOLD,0.0,982.59,0.0,,,982.59
2026-07-16 10:26:19 UTC,ETH/USD,1886.38,1884.33,1886.08,1887.84,HOLD,0.0,982.59,0.0,,,982.59
2026-07-16 10:27:15 UTC,ETH/USD,1886.28,1884.47,1886.15,1887.82,HOLD,0.0,982.59,0.0,,,982.59
2026-07-16 10:28:18 UTC,ETH/USD,1886.0,1884.5,1886.17,1887.83,HOLD,0.0,982.59,0.0,,,982.59
2026-07-16 10:29:15 UTC,ETH/USD,1886.98,1884.5,1886.18,1887.86,HOLD,0.0,982.59,0.0,,,982.59
2026-07-16 10:30:53 UTC,ETH/USD,1887.27,1884.48,1886.22,1887.97,HOLD,0.0,982.59,0.0,,,982.59
2026-07-16 10:31:15 UTC,ETH/USD,1887.27,1884.52,1886.3,1888.09,HOLD,0.0,982.59,0.0,,,982.59
2026-07-16 10:32:22 UTC,ETH/USD,1888.46,1884.51,1886.42,1888.33,HOLD,0.0,982.59,0.0,,,982.59
2026-07-16 10:33:15 UTC,ETH/USD,1889.2,1884.66,1886.62,1888.57,HOLD,0.0,982.59,0.0,,,982.59
2026-07-16 10:34:20 UTC,ETH/USD,1889.99,1884.76,1886.85,1888.94,HOLD,0.0,982.59,0.0,,,982.59
2026-07-16 10:35:23 UTC,ETH/USD,1889.96,1884.71,1887.09,1889.46,HOLD,0.0,982.59,0.0,,,982.59
2026-07-16 10:36:20 UTC,ETH/USD,1889.4,1884.87,1887.33,1889.78,HOLD,0.0,982.59,0.0,,,982.59
2026-07-16 10:37:17 UTC,ETH/USD,1888.15,1885.0,1887.51,1890.01,HOLD,0.0,982.59,0.0,,,982.59
2026-07-16 10:38:17 UTC,ETH/USD,1888.0,1885.2,1887.61,1890.02,HOLD,0.0,982.59,0.0,,,982.59
2026-07-16 10:39:17 UTC,ETH/USD,1888.01,1885.29,1887.67,1890.05,HOLD,0.0,982.59,0.0,,,982.59
2026-07-16 10:40:40 UTC,ETH/USD,1888.01,1885.3,1887.69,1890.07,HOLD,0.0,982.59,0.0,,,982.59
2026-07-16 10:41:15 UTC,ETH/USD,1888.01,1885.31,1887.7,1890.1,HOLD,0.0,982.59,0.0,,,982.59
2026-07-16 10:42:18 UTC,ETH/USD,1886.9,1885.4,1887.76,1890.12,HOLD,0.0,982.59,0.0,,,982.59
2026-07-16 10:43:16 UTC,ETH/USD,1886.89,1885.41,1887.76,1890.12,HOLD,0.0,982.59,0.0,,,982.59
2026-07-16 10:44:20 UTC,ETH/USD,1887.53,1885.48,1887.8,1890.11,HOLD,0.0,982.59,0.0,,,982.59
2026-07-16 10:45:28 UTC,ETH/USD,1887.27,1885.63,1887.86,1890.08,HOLD,0.0,982.59,0.0,,,982.59
2026-07-16 10:46:17 UTC,ETH/USD,1886.12,1885.68,1887.87,1890.06,HOLD,0.0,982.59,0.0,,,982.59
2026-07-16 10:47:15 UTC,ETH/USD,1885.87,1885.64,1887.86,1890.08,HOLD,0.0,982.59,0.0,,,982.59
2026-07-16 10:48:20 UTC,ETH/USD,1885.6,1885.65,1887.86,1890.08,"ACHAT (bande basse touchée, 1885.65)",1,0.0,0.52058093,1885.6,,981.61
2026-07-16 10:49:15 UTC,ETH/USD,1884.82,1885.21,1887.76,1890.31,HOLD,1.0,0.0,0.52058093,1885.6,,981.2
2026-07-16 10:50:44 UTC,ETH/USD,1884.83,1884.79,1887.64,1890.49,HOLD,1.0,0.0,0.52058093,1885.6,,981.21
2026-07-16 10:51:17 UTC,ETH/USD,1884.96,1884.46,1887.53,1890.59,HOLD,1.0,0.0,0.52058093,1885.6,,981.27
2026-07-16 10:52:19 UTC,ETH/USD,1885.22,1884.19,1887.39,1890.59,HOLD,1.0,0.0,0.52058093,1885.6,,981.41
2026-07-16 10:53:17 UTC,ETH/USD,1885.82,1884.04,1887.25,1890.47,HOLD,1.0,0.0,0.52058093,1885.6,,981.72
2026-07-16 10:54:20 UTC,ETH/USD,1885.78,1883.96,1887.08,1890.19,HOLD,1.0,0.0,0.52058093,1885.6,,981.7
2026-07-16 10:55:25 UTC,ETH/USD,1885.54,1883.97,1886.85,1889.73,HOLD,1.0,0.0,0.52058093,1885.6,,981.58
2026-07-16 10:56:19 UTC,ETH/USD,1885.65,1884.06,1886.65,1889.23,HOLD,1.0,0.0,0.52058093,1885.6,,981.63
2026-07-16 10:57:14 UTC,ETH/USD,1885.95,1884.22,1886.48,1888.74,HOLD,1.0,0.0,0.52058093,1885.6,,981.79
2026-07-16 10:58:19 UTC,ETH/USD,1886.56,1884.26,1886.41,1888.55,VENTE (retour à la moyenne atteint),0,981.13,0.0,,0.05,981.13
2026-07-16 10:59:16 UTC,ETH/USD,1887.05,1884.32,1886.35,1888.38,HOLD,0.0,981.13,0.0,,,981.13
2026-07-16 11:01:02 UTC,ETH/USD,1885.31,1884.38,1886.16,1887.95,HOLD,0.0,981.13,0.0,,,981.13
2026-07-16 11:02:19 UTC,ETH/USD,1885.71,1884.5,1886.07,1887.65,HOLD,0.0,981.13,0.0,,,981.13
2026-07-16 11:03:15 UTC,ETH/USD,1885.58,1884.5,1886.03,1887.55,HOLD,0.0,981.13,0.0,,,981.13
2026-07-16 11:04:19 UTC,ETH/USD,1885.4,1884.53,1885.94,1887.35,HOLD,0.0,981.13,0.0,,,981.13
2026-07-16 11:05:22 UTC,ETH/USD,1885.4,1884.61,1885.83,1887.06,HOLD,0.0,981.13,0.0,,,981.13
2026-07-16 11:06:18 UTC,ETH/USD,1884.34,1884.4,1885.72,1887.04,"ACHAT (bande basse touchée, 1884.40)",1,0.0,0.520155,1884.34,,980.15
2026-07-16 11:07:14 UTC,ETH/USD,1884.65,1884.32,1885.66,1887.01,HOLD,1.0,0.0,0.520155,1884.34,,980.31
2026-07-16 11:08:20 UTC,ETH/USD,1884.44,1884.15,1885.58,1887.01,HOLD,1.0,0.0,0.520155,1884.34,,980.2
2026-07-16 11:09:17 UTC,ETH/USD,1884.45,1884.12,1885.57,1887.03,HOLD,1.0,0.0,0.520155,1884.34,,980.21
2026-07-16 11:10:41 UTC,ETH/USD,1884.9,1884.11,1885.57,1887.03,HOLD,1.0,0.0,0.520155,1884.34,,980.44
2026-07-16 11:11:19 UTC,ETH/USD,1884.75,1883.89,1885.51,1887.14,HOLD,1.0,0.0,0.520155,1884.34,,980.36
2026-07-16 11:12:19 UTC,ETH/USD,1885.2,1883.88,1885.51,1887.13,HOLD,1.0,0.0,0.520155,1884.34,,980.6
2026-07-16 11:13:16 UTC,ETH/USD,1886.21,1883.85,1885.47,1887.1,VENTE (retour à la moyenne atteint),0,980.14,0.0,,0.1,980.14
2026-07-16 11:14:19 UTC,ETH/USD,1884.87,1883.79,1885.43,1887.06,HOLD,0.0,980.14,0.0,,,980.14
2026-07-16 11:15:28 UTC,ETH/USD,1885.63,1883.73,1885.39,1887.05,HOLD,0.0,980.14,0.0,,,980.14
2026-07-16 11:16:18 UTC,ETH/USD,1883.21,1883.64,1885.33,1887.03,"ACHAT (bande basse touchée, 1883.64)",1,0.0,0.51994194,1883.21,,979.16
2026-07-16 11:17:16 UTC,ETH/USD,1882.12,1882.91,1885.13,1887.35,HOLD,1.0,0.0,0.51994194,1883.21,,978.59
2026-07-16 11:18:18 UTC,ETH/USD,1882.09,1882.44,1884.91,1887.38,HOLD,1.0,0.0,0.51994194,1883.21,,978.58
2026-07-16 11:19:17 UTC,ETH/USD,1883.31,1882.2,1884.7,1887.19,HOLD,1.0,0.0,0.51994194,1883.21,,979.21
2026-07-16 11:20:39 UTC,ETH/USD,1884.07,1882.22,1884.52,1886.82,HOLD,1.0,0.0,0.51994194,1883.21,,979.61
2026-07-16 11:21:15 UTC,ETH/USD,1883.62,1882.14,1884.44,1886.74,HOLD,1.0,0.0,0.51994194,1883.21,,979.37
2026-07-16 11:22:17 UTC,ETH/USD,1884.18,1882.17,1884.33,1886.5,HOLD,1.0,0.0,0.51994194,1883.21,,979.66
2026-07-16 11:23:16 UTC,ETH/USD,1885.71,1882.22,1884.3,1886.38,VENTE (retour à la moyenne atteint),0,979.48,0.0,,0.13,979.48
2026-07-16 11:24:17 UTC,ETH/USD,1886.62,1882.1,1884.35,1886.6,HOLD,0.0,979.48,0.0,,,979.48
2026-07-16 11:25:23 UTC,ETH/USD,1886.73,1881.99,1884.41,1886.83,HOLD,0.0,979.48,0.0,,,979.48
2026-07-16 11:26:18 UTC,ETH/USD,1885.39,1882.01,1884.46,1886.92,HOLD,0.0,979.48,0.0,,,979.48
2026-07-16 11:27:15 UTC,ETH/USD,1884.93,1882.01,1884.46,1886.91,HOLD,0.0,979.48,0.0,,,979.48
2026-07-16 11:28:17 UTC,ETH/USD,1884.23,1882.02,1884.47,1886.93,HOLD,0.0,979.48,0.0,,,979.48
2026-07-16 11:29:16 UTC,ETH/USD,1884.01,1881.98,1884.44,1886.9,HOLD,0.0,979.48,0.0,,,979.48
2026-07-16 11:30:52 UTC,ETH/USD,1882.06,1881.64,1884.31,1886.97,HOLD,0.0,979.48,0.0,,,979.48
2026-07-16 11:31:15 UTC,ETH/USD,1882.06,1881.38,1884.22,1887.05,HOLD,0.0,979.48,0.0,,,979.48
2026-07-16 11:32:17 UTC,ETH/USD,1881.49,1881.0,1884.03,1887.06,HOLD,0.0,979.48,0.0,,,979.48
2026-07-16 11:33:15 UTC,ETH/USD,1882.08,1880.78,1883.87,1886.97,HOLD,0.0,979.48,0.0,,,979.48
2026-07-16 11:34:19 UTC,ETH/USD,1882.08,1880.58,1883.73,1886.89,HOLD,0.0,979.48,0.0,,,979.48
2026-07-16 11:35:25 UTC,ETH/USD,1882.84,1880.5,1883.64,1886.77,HOLD,0.0,979.48,0.0,,,979.48
2026-07-16 11:36:19 UTC,ETH/USD,1883.22,1880.46,1883.57,1886.69,HOLD,0.0,979.48,0.0,,,979.48
2026-07-16 11:37:17 UTC,ETH/USD,1883.65,1880.62,1883.64,1886.67,HOLD,0.0,979.48,0.0,,,979.48
2026-07-16 11:38:17 UTC,ETH/USD,1883.42,1880.75,1883.7,1886.65,HOLD,0.0,979.48,0.0,,,979.48
